k1,b,query_id,P@10,R@10,F1@10,AP,RR,NDCG@10,num_relevant
0.500000,0.750000,72,0.100000,0.058824,0.074074,0.120113,1.000000,0.333743,17.000000
0.500000,0.750000,73,0.600000,0.300000,0.400000,0.360491,1.000000,0.703398,20.000000
0.500000,0.750000,74,0.100000,0.166667,0.125000,0.146969,0.250000,0.213959,6.000000
0.500000,0.750000,75,0.000000,0.000000,0.000000,0.020287,0.021277,0.000000,5.000000
0.500000,0.750000,76,0.200000,0.285714,0.235294,0.145712,0.333333,0.258906,7.000000
0.500000,0.750000,77,0.200000,0.333333,0.250000,0.342028,1.000000,0.173848,6.000000
0.500000,0.750000,78,0.300000,1.000000,0.461538,0.722222,1.000000,0.728257,3.000000
0.500000,0.750000,79,0.000000,0.000000,0.000000,0.039767,0.050000,0.000000,5.000000
0.500000,0.750000,80,0.000000,0.000000,0.000000,0.010951,0.016129,0.000000,4.000000
0.500000,0.750000,81,0.200000,1.000000,0.333333,0.833333,1.000000,0.543794,2.000000
0.500000,0.750000,82,0.200000,0.400000,0.266667,0.197647,0.250000,0.260262,5.000000
0.500000,0.750000,83,0.100000,0.250000,0.142857,0.118807,0.333333,0.195190,4.000000
0.500000,0.750000,84,0.300000,0.272727,0.285714,0.390531,1.000000,0.217713,11.000000
0.500000,0.750000,85,0.100000,0.250000,0.142857,0.261877,1.000000,0.135083,4.000000
0.500000,0.750000,86,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
0.500000,0.750000,87,0.000000,0.000000,0.000000,0.010800,0.017241,0.000000,8.000000
0.500000,0.750000,88,0.600000,1.000000,0.750000,0.649603,0.500000,0.659825,6.000000
0.500000,0.750000,89,0.200000,0.333333,0.250000,0.170964,0.200000,0.247965,6.000000
0.500000,0.750000,90,0.300000,0.230769,0.260870,0.196199,0.500000,0.163282,13.000000
0.500000,0.750000,91,0.400000,0.444444,0.421053,0.358382,1.000000,0.590293,9.000000
0.500000,0.750000,92,0.600000,0.461538,0.521739,0.483718,1.000000,0.232097,13.000000
0.500000,0.750000,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
0.500000,0.750000,94,0.600000,0.500000,0.545455,0.554596,1.000000,0.309471,12.000000
0.500000,0.750000,95,0.200000,1.000000,0.333333,0.333333,0.333333,0.373817,2.000000
0.500000,0.750000,96,0.600000,0.461538,0.521739,0.443704,0.500000,0.438354,13.000000
0.500000,0.750000,97,0.300000,0.300000,0.300000,0.210758,0.500000,0.264894,10.000000
0.500000,0.750000,98,0.000000,0.000000,0.000000,0.021149,0.038462,0.000000,5.000000
0.500000,0.750000,99,0.200000,0.500000,0.285714,0.228286,0.333333,0.436918,4.000000
0.500000,0.750000,100,0.300000,0.333333,0.315789,0.275872,0.500000,0.400199,9.000000
0.500000,0.750000,101,0.500000,0.833333,0.625000,0.657738,1.000000,0.766905,6.000000
0.500000,0.750000,102,0.100000,0.250000,0.142857,0.162592,0.250000,0.060525,4.000000
0.500000,0.750000,103,0.000000,0.000000,0.000000,0.042686,0.083333,0.000000,2.000000
0.500000,0.750000,104,0.100000,0.200000,0.133333,0.174998,0.500000,0.213986,5.000000
0.500000,0.750000,105,0.300000,0.600000,0.400000,0.440045,0.500000,0.570575,5.000000
0.500000,0.750000,106,0.300000,0.600000,0.400000,0.536813,1.000000,0.784280,5.000000
0.500000,0.750000,107,0.300000,0.428571,0.352941,0.274541,0.500000,0.368985,7.000000
0.500000,0.750000,108,0.500000,0.714286,0.588235,0.809066,1.000000,0.750635,7.000000
0.500000,0.750000,109,0.000000,0.000000,0.000000,0.039139,0.024390,0.000000,5.000000
0.500000,0.750000,110,0.100000,0.250000,0.142857,0.072622,0.200000,0.219848,4.000000
0.500000,0.750000,111,0.200000,0.285714,0.235294,0.264972,0.500000,0.146066,7.000000
0.500000,0.750000,112,0.100000,0.500000,0.166667,0.300000,0.500000,0.173765,2.000000
0.500000,0.750000,113,0.100000,0.250000,0.142857,0.088469,0.125000,0.123151,4.000000
0.500000,0.750000,114,0.100000,0.250000,0.142857,0.056477,0.166667,0.240588,4.000000
0.500000,0.750000,115,0.100000,0.250000,0.142857,0.072185,0.250000,0.225871,4.000000
0.500000,0.750000,116,0.100000,0.200000,0.133333,0.046224,0.142857,0.049821,5.000000
0.500000,0.750000,117,0.000000,0.000000,0.000000,0.034311,0.032258,0.000000,2.000000
0.500000,0.750000,118,0.200000,0.666667,0.307692,0.225439,0.250000,0.401749,3.000000
0.500000,0.750000,119,0.100000,1.000000,0.181818,1.000000,1.000000,1.000000,1.000000
0.500000,0.750000,120,0.300000,0.333333,0.315789,0.352768,0.500000,0.393594,9.000000
0.500000,0.750000,121,0.400000,0.571429,0.470588,0.494331,0.500000,0.486036,7.000000
0.500000,0.750000,122,0.400000,0.444444,0.421053,0.283811,0.250000,0.172632,9.000000
0.500000,0.750000,123,0.000000,0.000000,0.000000,0.079412,0.058824,0.000000,2.000000
0.500000,0.750000,124,0.000000,0.000000,0.000000,0.003922,0.005000,0.000000,4.000000
0.500000,0.750000,125,0.300000,0.176471,0.222222,0.238483,1.000000,0.409450,17.000000
0.500000,0.750000,126,0.200000,0.250000,0.222222,0.221600,1.000000,0.571145,8.000000
0.500000,0.750000,127,0.100000,0.200000,0.133333,0.103324,0.250000,0.094075,5.000000
0.500000,0.750000,128,0.000000,0.000000,0.000000,0.014391,0.021739,0.000000,2.000000
0.500000,0.750000,129,0.400000,0.571429,0.470588,0.407490,0.500000,0.547269,7.000000
0.500000,0.750000,130,0.300000,0.600000,0.400000,0.425587,1.000000,0.535752,5.000000
0.500000,0.750000,131,0.200000,0.250000,0.222222,0.291158,0.250000,0.077568,8.000000
0.500000,0.750000,132,0.700000,0.466667,0.560000,0.704185,1.000000,0.331264,15.000000
0.500000,0.750000,133,0.300000,0.428571,0.352941,0.350340,0.333333,0.270129,7.000000
0.500000,0.750000,134,0.100000,0.500000,0.166667,0.262500,0.500000,0.212845,2.000000
0.500000,0.750000,135,0.600000,0.750000,0.666667,0.541289,0.500000,0.369720,8.000000
0.500000,0.750000,136,0.200000,0.666667,0.307692,0.438889,1.000000,0.949447,3.000000
0.500000,0.750000,137,0.200000,0.500000,0.285714,0.211988,0.500000,0.239275,4.000000
0.500000,0.750000,138,0.100000,0.500000,0.166667,0.127027,0.200000,0.237198,2.000000
0.500000,0.750000,139,0.000000,0.000000,0.000000,0.009344,0.012500,0.000000,4.000000
0.500000,0.750000,140,0.200000,0.333333,0.250000,0.181787,0.500000,0.481270,6.000000
0.500000,0.750000,141,0.200000,0.333333,0.250000,0.152046,0.333333,0.235967,6.000000
0.500000,0.750000,142,0.000000,0.000000,0.000000,0.076923,0.076923,0.000000,1.000000
0.500000,0.750000,143,0.200000,1.000000,0.333333,0.666667,1.000000,0.831555,2.000000
0.500000,0.750000,144,0.400000,0.666667,0.500000,0.298209,0.250000,0.400497,6.000000
0.500000,0.750000,145,0.200000,0.285714,0.235294,0.179932,0.200000,0.176203,7.000000
0.500000,0.750000,146,0.200000,1.000000,0.333333,0.833333,1.000000,0.621567,2.000000
0.500000,0.750000,147,0.400000,0.400000,0.400000,0.287049,0.500000,0.442697,10.000000
0.500000,0.750000,148,0.200000,0.333333,0.250000,0.180307,0.333333,0.353337,6.000000
0.500000,0.750000,149,0.400000,0.363636,0.380952,0.321228,1.000000,0.428365,11.000000
0.500000,0.750000,150,0.200000,1.000000,0.333333,0.833333,1.000000,0.919721,2.000000
0.500000,0.750000,151,0.000000,0.000000,0.000000,0.026593,0.031250,0.000000,5.000000
0.500000,0.750000,152,0.000000,0.000000,0.000000,0.016357,0.033333,0.000000,6.000000
0.500000,0.750000,153,0.300000,0.428571,0.352941,0.332996,0.500000,0.292380,7.000000
0.500000,0.750000,154,0.200000,1.000000,0.333333,0.666667,1.000000,0.617742,2.000000
0.500000,0.750000,155,0.100000,0.166667,0.125000,0.138553,0.500000,0.079779,6.000000
0.500000,0.750000,156,0.700000,0.500000,0.583333,0.489703,1.000000,0.331203,14.000000
0.500000,0.750000,157,0.300000,0.076923,0.122449,0.303861,1.000000,0.311586,39.000000
0.500000,0.750000,158,0.300000,0.375000,0.333333,0.371429,1.000000,0.744756,8.000000
0.500000,0.750000,159,0.200000,0.250000,0.222222,0.071858,0.142857,0.113656,8.000000
0.500000,0.750000,160,0.100000,0.200000,0.133333,0.119741,0.500000,0.262511,5.000000
0.500000,0.750000,161,0.300000,0.500000,0.375000,0.524034,1.000000,0.797006,6.000000
0.500000,0.750000,162,0.200000,0.250000,0.222222,0.306449,1.000000,0.142632,8.000000
0.500000,0.750000,163,0.200000,0.666667,0.307692,0.219444,0.250000,0.369268,3.000000
0.500000,0.750000,164,0.500000,0.625000,0.555556,0.533076,1.000000,0.772609,8.000000
0.500000,0.750000,165,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
0.500000,0.750000,166,0.000000,0.000000,0.000000,0.038187,0.090909,0.000000,8.000000
0.500000,0.750000,167,0.200000,1.000000,0.333333,0.833333,1.000000,0.955831,2.000000
0.500000,0.750000,168,0.100000,0.500000,0.166667,0.079449,0.125000,0.193426,2.000000
0.500000,0.750000,169,0.200000,0.500000,0.285714,0.231748,0.333333,0.363318,4.000000
0.500000,0.750000,170,0.400000,0.666667,0.500000,0.551320,1.000000,0.747396,6.000000
0.500000,0.750000,171,0.300000,1.000000,0.461538,0.638889,0.500000,0.696790,3.000000
0.500000,0.750000,172,0.400000,1.000000,0.571429,0.679167,0.500000,0.681856,4.000000
0.500000,0.750000,173,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
0.500000,0.750000,174,0.100000,0.200000,0.133333,0.050939,0.125000,0.133802,5.000000
0.500000,0.750000,175,0.100000,0.200000,0.133333,0.047795,0.100000,0.116497,5.000000
0.500000,0.750000,176,0.100000,0.142857,0.117647,0.058847,0.111111,0.110169,7.000000
0.500000,0.750000,177,0.500000,1.000000,0.666667,0.674603,1.000000,0.926328,5.000000
0.500000,0.750000,178,0.200000,0.500000,0.285714,0.414931,1.000000,0.894685,4.000000
0.500000,0.750000,179,0.200000,0.500000,0.285714,0.325664,0.500000,0.441492,4.000000
0.500000,0.750000,180,0.300000,0.428571,0.352941,0.444085,0.500000,0.324865,7.000000
0.500000,0.750000,181,0.100000,0.200000,0.133333,0.255219,1.000000,0.172721,5.000000
0.500000,0.750000,182,0.200000,1.000000,0.333333,0.583333,0.500000,0.649031,2.000000
0.500000,0.750000,183,0.600000,0.461538,0.521739,0.594033,1.000000,0.588693,13.000000
0.500000,0.750000,184,0.200000,0.285714,0.235294,0.344818,1.000000,0.334787,7.000000
0.500000,0.750000,185,0.600000,0.666667,0.631579,0.816801,1.000000,0.819510,9.000000
0.500000,0.750000,186,0.200000,0.125000,0.153846,0.115745,0.200000,0.148764,16.000000
0.500000,0.750000,187,0.200000,0.333333,0.250000,0.186755,0.500000,0.247745,6.000000
0.500000,0.750000,188,0.500000,0.454545,0.476190,0.385183,1.000000,0.571932,11.000000
0.500000,0.750000,189,0.100000,0.111111,0.105263,0.085528,0.142857,0.048344,9.000000
0.500000,0.750000,190,0.200000,0.400000,0.266667,0.473962,1.000000,0.409775,5.000000
0.500000,0.750000,191,0.300000,0.230769,0.260870,0.280489,0.142857,0.162172,13.000000
0.500000,0.750000,192,0.300000,0.750000,0.428571,0.627976,1.000000,0.753698,4.000000
0.500000,0.750000,193,0.600000,0.666667,0.631579,0.798864,1.000000,0.726170,9.000000
0.500000,0.750000,194,0.200000,0.333333,0.250000,0.185493,0.250000,0.170479,6.000000
0.500000,0.750000,195,0.100000,0.333333,0.153846,0.117284,0.250000,0.202107,3.000000
0.500000,0.750000,196,0.200000,0.166667,0.181818,0.097396,0.333333,0.150773,12.000000
0.500000,0.750000,197,0.200000,0.666667,0.307692,0.603175,1.000000,0.625434,3.000000
0.500000,0.750000,198,0.300000,0.750000,0.428571,0.459588,1.000000,0.660638,4.000000
0.500000,0.750000,199,0.100000,0.125000,0.111111,0.101759,0.250000,0.074033,8.000000
0.500000,0.750000,200,0.100000,0.333333,0.153846,0.199430,0.333333,0.234639,3.000000
0.500000,0.750000,201,0.400000,0.250000,0.307692,0.332037,1.000000,0.598228,16.000000
0.500000,0.750000,202,0.300000,0.214286,0.250000,0.191572,0.500000,0.206726,14.000000
0.500000,0.750000,203,0.200000,0.142857,0.166667,0.133605,0.500000,0.287049,14.000000
0.500000,0.750000,204,0.000000,0.000000,0.000000,0.040524,0.029412,0.000000,14.000000
0.500000,0.750000,205,0.200000,1.000000,0.333333,0.666667,1.000000,0.831555,2.000000
0.500000,0.750000,206,0.200000,0.666667,0.307692,0.264060,0.500000,0.522575,3.000000
0.500000,0.750000,207,0.100000,0.200000,0.133333,0.130696,0.333333,0.239802,5.000000
0.500000,0.750000,208,0.600000,1.000000,0.750000,0.649603,0.500000,0.738622,6.000000
0.500000,0.750000,209,0.100000,0.083333,0.090909,0.128047,0.500000,0.103187,12.000000
0.500000,0.750000,210,0.200000,0.333333,0.250000,0.269708,0.500000,0.408496,6.000000
0.500000,0.750000,211,0.100000,0.090909,0.095238,0.137438,0.125000,0.130171,11.000000
0.500000,0.750000,212,0.500000,0.357143,0.416667,0.478308,1.000000,0.460235,14.000000
0.500000,0.750000,213,0.500000,0.454545,0.476190,0.538342,1.000000,0.545850,11.000000
0.500000,0.750000,214,0.100000,0.250000,0.142857,0.116393,0.333333,0.195190,4.000000
0.500000,0.750000,215,0.000000,0.000000,0.000000,0.048259,0.066667,0.000000,2.000000
0.500000,0.750000,216,0.000000,0.000000,0.000000,0.002421,0.002421,0.000000,1.000000
0.500000,0.750000,217,0.300000,0.200000,0.240000,0.281115,1.000000,0.267640,15.000000
0.500000,0.750000,218,0.300000,0.200000,0.240000,0.266096,0.333333,0.230315,15.000000
0.500000,0.750000,219,0.000000,0.000000,0.000000,0.034265,0.033333,0.000000,18.000000
0.500000,0.750000,220,0.200000,0.105263,0.137931,0.185996,1.000000,0.166525,19.000000
0.500000,0.750000,221,0.300000,0.166667,0.214286,0.226970,1.000000,0.261439,18.000000
0.500000,0.750000,222,0.600000,0.666667,0.631579,0.782564,1.000000,0.765397,9.000000
0.500000,0.750000,223,0.300000,0.750000,0.428571,0.487121,0.500000,0.592512,4.000000
0.500000,0.750000,224,0.100000,0.125000,0.111111,0.121158,0.166667,0.095162,8.000000
0.500000,0.750000,225,0.200000,0.083333,0.117647,0.071557,0.500000,0.073617,24.000000
0.500000,1.000000,1,0.300000,0.107143,0.157895,0.170518,0.500000,0.201481,28.000000
0.500000,1.000000,2,0.500000,0.208333,0.294118,0.243521,1.000000,0.690224,24.000000
0.500000,1.000000,3,0.600000,0.750000,0.666667,0.631130,0.500000,0.662743,8.000000
0.500000,1.000000,4,0.100000,0.500000,0.166667,0.273810,0.500000,0.386853,2.000000
0.500000,1.000000,5,0.300000,0.750000,0.428571,0.356533,0.500000,0.465791,4.000000
0.500000,1.000000,6,0.100000,0.250000,0.142857,0.158597,0.500000,0.161987,4.000000
0.500000,1.000000,7,0.200000,0.400000,0.266667,0.137499,0.250000,0.195553,5.000000
0.500000,1.000000,8,0.100000,0.090909,0.095238,0.147679,1.000000,0.306046,11.000000
0.500000,1.000000,9,0.300000,1.000000,0.461538,0.805556,1.000000,0.906025,3.000000
0.500000,1.000000,10,0.200000,0.250000,0.222222,0.163503,0.500000,0.152081,8.000000
0.500000,1.000000,11,0.100000,0.142857,0.117647,0.138263,0.166667,0.121972,7.000000
0.500000,1.000000,12,0.200000,0.400000,0.266667,0.254307,0.500000,0.262219,5.000000
0.500000,1.000000,13,0.000000,0.000000,0.000000,0.007837,0.004808,0.000000,4.000000
0.500000,1.000000,14,0.200000,1.000000,0.333333,0.611111,1.000000,0.978894,2.000000
0.500000,1.000000,15,0.200000,1.000000,0.333333,1.000000,1.000000,0.737826,2.000000
0.500000,1.000000,16,0.100000,0.333333,0.153846,0.191686,0.500000,0.182125,3.000000
0.500000,1.000000,17,0.100000,0.500000,0.166667,0.090528,0.166667,0.280390,2.000000
0.500000,1.000000,18,0.100000,0.333333,0.153846,0.355884,1.000000,0.469279,3.000000
0.500000,1.000000,19,0.100000,0.111111,0.105263,0.040466,0.200000,0.135032,9.000000
0.500000,1.000000,20,0.400000,0.444444,0.421053,0.493122,0.500000,0.457977,9.000000
0.500000,1.000000,21,0.000000,0.000000,0.000000,0.036435,0.045455,0.000000,4.000000
0.500000,1.000000,22,0.000000,0.000000,0.000000,0.001647,0.001647,0.000000,1.000000
0.500000,1.000000,23,0.300000,0.093750,0.142857,0.193575,0.333333,0.248683,32.000000
0.500000,1.000000,24,0.200000,0.666667,0.307692,0.352201,0.500000,0.575329,3.000000
0.500000,1.000000,25,0.600000,0.666667,0.631579,0.672918,1.000000,0.701134,9.000000
0.500000,1.000000,26,0.200000,0.333333,0.250000,0.183312,0.500000,0.421965,6.000000
0.500000,1.000000,27,0.200000,0.666667,0.307692,0.280773,0.500000,0.406640,3.000000
0.500000,1.000000,28,0.000000,0.000000,0.000000,0.004456,0.004149,0.000000,2.000000
0.500000,1.000000,29,0.400000,0.444444,0.421053,0.465758,1.000000,0.437322,9.000000
0.500000,1.000000,30,0.100000,0.142857,0.117647,0.101846,0.333333,0.186457,7.000000
0.500000,1.000000,31,0.000000,0.000000,0.000000,0.000929,0.000929,0.000000,1.000000
0.500000,1.000000,32,0.200000,0.333333,0.250000,0.090625,0.250000,0.060038,6.000000
0.500000,1.000000,33,0.300000,1.000000,0.461538,0.638889,0.500000,0.634729,3.000000
0.500000,1.000000,34,0.200000,0.333333,0.250000,0.183796,0.111111,0.080783,6.000000
0.500000,1.000000,35,0.000000,0.000000,0.000000,0.025491,0.029412,0.000000,3.000000
0.500000,1.000000,36,0.100000,0.500000,0.166667,0.502688,1.000000,0.337352,2.000000
0.500000,1.000000,37,0.000000,0.000000,0.000000,0.063230,0.052632,0.000000,9.000000
0.500000,1.000000,38,0.100000,0.100000,0.100000,0.054496,0.111111,0.078038,10.000000
0.500000,1.000000,39,0.200000,0.153846,0.173913,0.127556,0.500000,0.186650,13.000000
0.500000,1.000000,40,0.200000,0.166667,0.181818,0.105145,0.200000,0.079098,12.000000
0.500000,1.000000,41,0.300000,1.000000,0.461538,0.777778,1.000000,0.855815,3.000000
0.500000,1.000000,42,0.300000,0.600000,0.400000,0.170862,0.166667,0.364203,5.000000
0.500000,1.000000,43,0.400000,0.666667,0.500000,0.535884,1.000000,0.860432,6.000000
0.500000,1.000000,44,0.000000,0.000000,0.000000,0.002488,0.001355,0.000000,3.000000
0.500000,1.000000,45,0.200000,0.166667,0.181818,0.164490,0.500000,0.266091,12.000000
0.500000,1.000000,46,0.400000,0.266667,0.320000,0.342686,0.500000,0.425678,15.000000
0.500000,1.000000,47,0.500000,0.357143,0.416667,0.384713,0.333333,0.401288,14.000000
0.500000,1.000000,48,0.300000,0.272727,0.285714,0.236575,0.500000,0.422858,11.000000
0.500000,1.000000,49,0.100000,0.500000,0.166667,0.109649,0.166667,0.294311,2.000000
0.500000,1.000000,50,0.100000,0.166667,0.125000,0.072779,0.333333,0.267375,6.000000
0.500000,1.000000,51,0.500000,0.500000,0.500000,0.462129,1.000000,0.373421,10.000000
0.500000,1.000000,52,0.300000,0.750000,0.428571,0.534722,0.500000,0.465601,4.000000
0.500000,1.000000,53,0.400000,0.400000,0.400000,0.314324,1.000000,0.321267,10.000000
0.500000,1.000000,54,0.100000,0.111111,0.105263,0.149508,0.500000,0.284377,9.000000
0.500000,1.000000,55,0.400000,0.400000,0.400000,0.213983,0.250000,0.232335,10.000000
0.500000,1.000000,56,0.200000,0.200000,0.200000,0.137987,0.500000,0.139901,10.000000
0.500000,1.000000,57,0.100000,0.071429,0.083333,0.070408,0.200000,0.198143,14.000000
0.500000,1.000000,58,0.000000,0.000000,0.000000,0.120285,0.083333,0.000000,9.000000
0.500000,1.000000,59,0.200000,0.500000,0.285714,0.367641,1.000000,0.356065,4.000000
0.500000,1.000000,60,0.300000,0.600000,0.400000,0.358601,0.500000,0.310787,5.000000
0.500000,1.000000,61,0.300000,0.600000,0.400000,0.433077,1.000000,0.471514,5.000000
0.500000,1.000000,62,0.000000,0.000000,0.000000,0.025019,0.062500,0.000000,5.000000
0.500000,1.000000,63,0.000000,0.000000,0.000000,0.045616,0.038462,0.000000,3.000000
0.500000,1.000000,64,0.100000,0.500000,0.166667,0.521277,1.000000,0.772538,2.000000
0.500000,1.000000,65,0.300000,0.200000,0.240000,0.175809,0.500000,0.288818,15.000000
0.500000,1.000000,66,0.100000,0.200000,0.133333,0.090610,0.250000,0.196156,5.000000
0.500000,1.000000,67,0.400000,0.285714,0.333333,0.419174,1.000000,0.539758,14.000000
0.500000,1.000000,68,0.100000,0.200000,0.133333,0.051155,0.125000,0.171910,5.000000
0.500000,1.000000,69,0.000000,0.000000,0.000000,0.034230,0.076923,0.000000,5.000000
0.500000,1.000000,70,0.100000,0.100000,0.100000,0.073908,0.142857,0.074550,10.000000
0.500000,1.000000,71,0.100000,0.125000,0.111111,0.050328,0.142857,0.129791,8.000000
0.500000,1.000000,72,0.200000,0.117647,0.148148,0.129737,1.000000,0.347525,17.000000
0.500000,1.000000,73,0.700000,0.350000,0.466667,0.366998,1.000000,0.715238,20.000000
0.500000,1.000000,74,0.200000,0.333333,0.250000,0.137464,0.200000,0.212703,6.000000
0.500000,1.000000,75,0.000000,0.000000,0.000000,0.021145,0.024390,0.000000,5.000000
0.500000,1.000000,76,0.200000,0.285714,0.235294,0.170971,0.500000,0.281432,7.000000
0.500000,1.000000,77,0.200000,0.333333,0.250000,0.242696,0.333333,0.133616,6.000000
0.500000,1.000000,78,0.300000,1.000000,0.461538,0.500000,0.500000,0.575028,3.000000
0.500000,1.000000,79,0.000000,0.000000,0.000000,0.044764,0.043478,0.000000,5.000000
0.500000,1.000000,80,0.000000,0.000000,0.000000,0.012387,0.018868,0.000000,4.000000
0.500000,1.000000,81,0.200000,1.000000,0.333333,1.000000,1.000000,0.669439,2.000000
0.500000,1.000000,82,0.200000,0.400000,0.266667,0.197329,0.250000,0.260262,5.000000
0.500000,1.000000,83,0.100000,0.250000,0.142857,0.083378,0.200000,0.151020,4.000000
0.500000,1.000000,84,0.300000,0.272727,0.285714,0.393732,1.000000,0.217713,11.000000
0.500000,1.000000,85,0.100000,0.250000,0.142857,0.262276,1.000000,0.135083,4.000000
0.500000,1.000000,86,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
0.500000,1.000000,87,0.000000,0.000000,0.000000,0.010878,0.016949,0.000000,8.000000
0.500000,1.000000,88,0.600000,1.000000,0.750000,0.649603,0.500000,0.659825,6.000000
0.500000,1.000000,89,0.200000,0.333333,0.250000,0.164220,0.200000,0.256281,6.000000
0.500000,1.000000,90,0.200000,0.153846,0.173913,0.180988,0.500000,0.071179,13.000000
0.500000,1.000000,91,0.400000,0.444444,0.421053,0.351660,1.000000,0.585222,9.000000
0.500000,1.000000,92,0.600000,0.461538,0.521739,0.498684,1.000000,0.238085,13.000000
0.500000,1.000000,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
0.500000,1.000000,94,0.600000,0.500000,0.545455,0.552324,1.000000,0.309471,12.000000
0.500000,1.000000,95,0.200000,1.000000,0.333333,0.291667,0.250000,0.369382,2.000000
0.500000,1.000000,96,0.600000,0.461538,0.521739,0.420084,0.500000,0.430009,13.000000
0.500000,1.000000,97,0.300000,0.300000,0.300000,0.211466,0.500000,0.264894,10.000000
0.500000,1.000000,98,0.000000,0.000000,0.000000,0.021560,0.037037,0.000000,5.000000
0.500000,1.000000,99,0.200000,0.500000,0.285714,0.234168,0.333333,0.436918,4.000000
0.500000,1.000000,100,0.300000,0.333333,0.315789,0.272951,0.500000,0.400199,9.000000
0.500000,1.000000,101,0.500000,0.833333,0.625000,0.654814,1.000000,0.766905,6.000000
0.500000,1.000000,102,0.200000,0.500000,0.285714,0.242525,0.500000,0.291784,4.000000
0.500000,1.000000,103,0.000000,0.000000,0.000000,0.032269,0.062500,0.000000,2.000000
0.500000,1.000000,104,0.100000,0.200000,0.133333,0.191408,0.500000,0.213986,5.000000
0.500000,1.000000,105,0.300000,0.600000,0.400000,0.539785,1.000000,0.794323,5.000000
0.500000,1.000000,106,0.300000,0.600000,0.400000,0.510877,1.000000,0.772552,5.000000
0.500000,1.000000,107,0.300000,0.428571,0.352941,0.288458,0.500000,0.368985,7.000000
0.500000,1.000000,108,0.500000,0.714286,0.588235,0.757684,1.000000,0.721336,7.000000
0.500000,1.000000,109,0.000000,0.000000,0.000000,0.039983,0.023810,0.000000,5.000000
0.500000,1.000000,110,0.100000,0.250000,0.142857,0.107734,0.333333,0.284149,4.000000
0.500000,1.000000,111,0.200000,0.285714,0.235294,0.249447,0.333333,0.125858,7.000000
0.500000,1.000000,112,0.100000,0.500000,0.166667,0.300000,0.500000,0.173765,2.000000
0.500000,1.000000,113,0.100000,0.250000,0.142857,0.103352,0.142857,0.130127,4.000000
0.500000,1.000000,114,0.100000,0.250000,0.142857,0.055966,0.166667,0.240588,4.000000
0.500000,1.000000,115,0.100000,0.250000,0.142857,0.044249,0.142857,0.174818,4.000000
0.500000,1.000000,116,0.100000,0.200000,0.133333,0.043984,0.142857,0.049821,5.000000
0.500000,1.000000,117,0.000000,0.000000,0.000000,0.036376,0.035714,0.000000,2.000000
0.500000,1.000000,118,0.200000,0.666667,0.307692,0.204754,0.250000,0.392903,3.000000
0.500000,1.000000,119,0.100000,1.000000,0.181818,1.000000,1.000000,1.000000,1.000000
0.500000,1.000000,120,0.400000,0.444444,0.421053,0.372905,0.500000,0.432295,9.000000
0.500000,1.000000,121,0.400000,0.571429,0.470588,0.491240,0.500000,0.486036,7.000000
0.500000,1.000000,122,0.400000,0.444444,0.421053,0.283828,0.333333,0.204957,9.000000
0.500000,1.000000,123,0.000000,0.000000,0.000000,0.078869,0.062500,0.000000,2.000000
0.500000,1.000000,124,0.000000,0.000000,0.000000,0.004017,0.005263,0.000000,4.000000
0.500000,1.000000,125,0.300000,0.176471,0.222222,0.248518,1.000000,0.417439,17.000000
0.500000,1.000000,126,0.200000,0.250000,0.222222,0.221369,1.000000,0.571145,8.000000
0.500000,1.000000,127,0.100000,0.200000,0.133333,0.097406,0.250000,0.094075,5.000000
0.500000,1.000000,128,0.000000,0.000000,0.000000,0.014135,0.021277,0.000000,2.000000
0.500000,1.000000,129,0.400000,0.571429,0.470588,0.405265,0.500000,0.547269,7.000000
0.500000,1.000000,130,0.300000,0.600000,0.400000,0.412479,1.000000,0.514664,5.000000
0.500000,1.000000,131,0.200000,0.250000,0.222222,0.298487,0.200000,0.072660,8.000000
0.500000,1.000000,132,0.700000,0.466667,0.560000,0.645829,0.500000,0.271390,15.000000
0.500000,1.000000,133,0.300000,0.428571,0.352941,0.352765,0.333333,0.270836,7.000000
0.500000,1.000000,134,0.100000,0.500000,0.166667,0.263514,0.500000,0.212845,2.000000
0.500000,1.000000,135,0.400000,0.500000,0.444444,0.544453,0.500000,0.106821,8.000000
0.500000,1.000000,136,0.200000,0.666667,0.307692,0.441667,1.000000,0.949447,3.000000
0.500000,1.000000,137,0.200000,0.500000,0.285714,0.220044,0.500000,0.242981,4.000000
0.500000,1.000000,138,0.100000,0.500000,0.166667,0.127778,0.200000,0.237198,2.000000
0.500000,1.000000,139,0.000000,0.000000,0.000000,0.009447,0.011494,0.000000,4.000000
0.500000,1.000000,140,0.200000,0.333333,0.250000,0.183034,0.500000,0.481270,6.000000
0.500000,1.000000,141,0.200000,0.333333,0.250000,0.189815,0.500000,0.275491,6.000000
0.500000,1.000000,142,0.000000,0.000000,0.000000,0.083333,0.083333,0.000000,1.000000
0.500000,1.000000,143,0.200000,1.000000,0.333333,0.700000,1.000000,0.850345,2.000000
